id,session_time_ms,race_time_ms,frame_id,filename,soc,drive_torque,steer_angle,status,pos_x,pos_y,pos_z,yaw,error_code
314,12287,8332,314,frame_000314.jpg,0.992,0.000,0.000,Lap0,0.704019,0.006181,-0.239446,174.481,999
315,12337,8382,315,frame_000315.jpg,0.992,0.000,0.000,Lap0,0.710569,0.004975,-0.307179,174.455,999
316,12389,8434,316,frame_000316.jpg,0.992,0.000,0.000,Lap0,0.717224,0.006426,-0.375730,174.452,999
317,12440,8485,317,frame_000317.jpg,0.991,0.000,0.000,Lap0,0.723865,0.005355,-0.444092,174.440,999
318,12493,8538,318,frame_000318.jpg,0.991,0.000,0.000,Lap0,0.730746,0.004877,-0.514679,174.404,999
319,12544,8589,319,frame_000319.jpg,0.991,0.000,0.000,Lap0,0.737416,0.005714,-0.582685,174.366,999
320,12598,8643,320,frame_000320.jpg,0.991,0.000,0.000,Lap0,0.744408,0.004498,-0.653590,174.368,999
321,12651,8696,321,frame_000321.jpg,0.991,0.000,0.000,Lap0,0.751310,0.006105,-0.723720,174.406,999
322,12704,8749,322,frame_000322.jpg,0.991,0.000,0.000,Lap0,0.758385,0.004665,-0.795721,174.340,999
323,12755,8800,323,frame_000323.jpg,0.991,0.000,0.000,Lap0,0.764972,0.005693,-0.862070,174.289,999
324,12809,8854,324,frame_000324.jpg,0.991,0.000,0.000,Lap0,0.772031,0.004796,-0.933395,174.487,999
325,12860,8905,325,frame_000325.jpg,0.991,0.000,0.000,Lap0,0.778595,0.005915,-1.002568,174.814,999
326,12914,8959,326,frame_000326.jpg,0.991,0.000,0.000,Lap0,0.784996,0.004738,-1.073578,174.997,999
327,12965,9010,327,frame_000327.jpg,0.990,0.000,0.000,Lap0,0.790853,0.006097,-1.140356,174.978,999
328,13018,9063,328,frame_000328.jpg,0.990,0.000,0.000,Lap0,0.797089,0.004981,-1.211524,175.031,999
329,13071,9116,329,frame_000329.jpg,0.990,0.000,0.000,Lap0,0.803128,0.006578,-1.281853,175.241,999
330,13122,9167,330,frame_000330.jpg,0.990,0.000,0.000,Lap0,0.807929,0.005215,-1.339529,175.337,999
331,13175,9220,331,frame_000331.jpg,0.990,0.000,0.000,Lap0,0.809514,0.004055,-1.365647,175.506,999
332,13225,9270,332,frame_000332.jpg,0.990,0.000,0.000,Lap0,0.809631,0.003727,-1.375922,175.935,999
333,13277,9322,333,frame_000333.jpg,0.990,0.000,0.000,Lap0,0.809576,0.003666,-1.379919,176.420,999
334,13330,9375,334,frame_000334.jpg,0.990,0.000,0.000,Lap0,0.809524,0.003689,-1.382213,176.786,999
335,13382,9427,335,frame_000335.jpg,0.990,0.000,0.000,Lap0,0.809373,0.003735,-1.382700,176.928,999
336,13433,9478,336,frame_000336.jpg,0.990,0.000,0.000,Lap0,0.809331,0.003783,-1.383023,177.003,999
337,13486,9531,337,frame_000337.jpg,0.990,0.000,0.000,Lap0,0.809303,0.003831,-1.383187,177.049,999
338,13537,9582,338,frame_000338.jpg,0.990,0.000,0.000,Lap0,0.809247,0.003874,-1.388201,177.138,999
339,13588,9633,339,frame_000339.jpg,0.990,0.000,0.000,Lap0,0.808434,0.003913,-1.398767,177.934,999
340,13639,9684,340,frame_000340.jpg,0.990,0.000,0.000,Lap0,0.807401,0.003950,-1.401450,178.909,999
341,13690,9735,341,frame_000341.jpg,0.990,0.000,0.000,Lap0,0.806635,0.003983,-1.403125,179.636,999
342,13743,9788,342,frame_000342.jpg,0.990,0.000,0.000,Lap0,0.806706,0.004015,-1.407952,-179.910,999
343,13794,9839,343,frame_000343.jpg,0.990,0.000,0.000,Lap0,0.806528,0.004043,-1.407176,-179.629,999
344,13845,9890,344,frame_000344.jpg,0.990,0.000,0.000,Lap0,0.806350,0.004069,-1.407129,-179.551,999
345,13896,9941,345,frame_000345.jpg,0.990,0.000,0.000,Lap0,0.805785,0.004092,-1.412784,-179.361,999
346,13947,9992,346,frame_000346.jpg,0.990,0.000,0.000,Lap0,0.803546,0.004114,-1.426440,-178.519,999
347,13998,10043,347,frame_000347.jpg,0.990,0.000,0.000,Lap0,0.797969,0.004133,-1.452458,-176.297,999
348,14050,10095,348,frame_000348.jpg,0.990,0.000,0.000,Lap0,0.788420,0.004151,-1.488857,-172.788,999
349,14102,10147,349,frame_000349.jpg,0.990,0.000,0.000,Lap0,0.779349,0.004167,-1.511808,-168.319,999
350,14154,10199,350,frame_000350.jpg,0.990,0.000,0.000,Lap0,0.773064,0.004183,-1.524259,-165.353,999
351,14205,10250,351,frame_000351.jpg,0.990,0.000,0.000,Lap0,0.771677,0.004198,-1.524524,-163.181,999
352,14258,10303,352,frame_000352.jpg,0.990,0.000,0.000,Lap0,0.769833,0.004211,-1.529717,-162.882,999
353,14310,10355,353,frame_000353.jpg,0.990,0.000,0.000,Lap0,0.765111,0.004223,-1.539109,-161.535,999
354,14364,10409,354,frame_000354.jpg,0.990,0.000,0.000,Lap0,0.755941,0.004234,-1.555346,-159.767,999
355,14417,10462,355,frame_000355.jpg,0.990,0.000,0.000,Lap0,0.739540,0.004244,-1.582961,-156.957,999
356,14469,10514,356,frame_000356.jpg,0.990,0.000,0.000,Lap0,0.715297,0.004251,-1.619624,-153.026,999
357,14520,10565,357,frame_000357.jpg,0.990,0.000,0.000,Lap0,0.682893,0.004257,-1.661935,-148.166,999
358,14573,10618,358,frame_000358.jpg,0.990,0.000,0.000,Lap0,0.647556,0.004262,-1.699600,-142.481,999
359,14624,10669,359,frame_000359.jpg,0.990,0.000,0.000,Lap0,0.627792,0.004269,-1.713767,-137.541,999
360,14676,10721,360,frame_000360.jpg,0.990,0.000,0.000,Lap0,0.613757,0.004276,-1.723634,-133.813,999
361,14728,10773,361,frame_000361.jpg,0.990,0.000,0.000,Lap0,0.607678,0.004284,-1.727169,-131.709,999
362,14780,10825,362,frame_000362.jpg,0.990,0.000,0.000,Lap0,0.594576,0.004289,-1.735194,-130.095,999
363,14832,10877,363,frame_000363.jpg,0.990,0.000,0.000,Lap0,0.571197,0.004292,-1.748290,-127.602,999
364,14885,10930,364,frame_000364.jpg,0.990,0.000,0.000,Lap0,0.538023,0.004424,-1.764678,-123.978,999
365,14938,10983,365,frame_000365.jpg,0.990,0.000,0.000,Lap0,0.520281,0.004668,-1.770954,-120.116,999
366,14990,11035,366,frame_000366.jpg,0.990,0.000,0.000,Lap0,0.493692,0.005032,-1.779979,-116.763,999
367,15043,11088,367,frame_000367.jpg,0.990,0.000,0.000,Lap0,0.460688,0.004721,-1.789614,-113.104,999
368,15095,11140,368,frame_000368.jpg,0.989,0.000,0.000,Lap0,0.416902,0.006129,-1.800676,-109.091,999
369,15148,11193,369,frame_000369.jpg,0.989,0.000,0.000,Lap0,0.360586,0.005070,-1.814966,-105.349,999
370,15198,11243,370,frame_000370.jpg,0.989,0.000,0.000,Lap0,0.331707,0.004758,-1.818022,-102.047,999
371,15251,11296,371,frame_000371.jpg,0.989,0.000,0.000,Lap0,0.319275,0.003777,-1.817079,-98.952,999
372,15304,11349,372,frame_000372.jpg,0.989,0.000,0.000,Lap0,0.310782,0.003550,-1.817122,-97.809,999
373,15355,11400,373,frame_000373.jpg,0.989,0.000,0.000,Lap0,0.304457,0.003533,-1.816622,-96.930,999
374,15408,11453,374,frame_000374.jpg,0.989,0.000,0.000,Lap0,0.304244,0.003577,-1.815756,-96.305,999
375,15458,11503,375,frame_000375.jpg,0.989,0.000,0.000,Lap0,0.300561,0.003633,-1.816163,-95.942,999
376,15509,11554,376,frame_000376.jpg,0.989,0.000,0.000,Lap0,0.297473,0.003690,-1.816539,-95.681,999
377,15560,11605,377,frame_000377.jpg,0.989,0.000,0.000,Lap0,0.299938,0.003744,-1.815672,-95.442,999
378,15611,11656,378,frame_000378.jpg,0.989,0.000,0.000,Lap0,0.303464,0.003794,-1.815770,-95.400,999
379,15665,11710,379,frame_000379.jpg,0.989,0.000,0.000,Lap0,0.310579,0.003843,-1.815014,-95.591,999
380,15716,11761,380,frame_000380.jpg,0.989,0.000,0.000,Lap0,0.304449,0.003885,-1.815351,-95.641,999
381,15769,11814,381,frame_000381.jpg,0.989,0.000,0.000,Lap0,0.297513,0.003925,-1.815259,-94.950,999
382,15820,11865,382,frame_000382.jpg,0.989,0.000,0.000,Lap0,0.292895,0.003961,-1.814613,-94.288,999
383,15871,11916,383,frame_000383.jpg,0.989,0.000,0.000,Lap0,0.280800,0.003993,-1.813086,-93.099,999
384,15924,11969,384,frame_000384.jpg,0.989,0.000,0.000,Lap0,0.260243,0.004024,-1.810077,-90.994,999
385,15975,12020,385,frame_000385.jpg,0.989,0.000,0.000,Lap0,0.249467,0.004051,-1.807064,-88.536,999
386,16029,12074,386,frame_000386.jpg,0.989,0.000,0.000,Lap0,0.244334,0.004077,-1.806113,-86.683,999
387,16081,12126,387,frame_000387.jpg,0.989,0.000,0.000,Lap0,0.245534,0.004101,-1.805201,-85.679,999
388,16134,12179,388,frame_000388.jpg,0.989,0.000,0.000,Lap0,0.232492,0.004122,-1.802627,-84.911,999
389,16187,12232,389,frame_000389.jpg,0.989,0.000,0.000,Lap0,0.207629,0.004142,-1.795368,-82.652,999
390,16241,12286,390,frame_000390.jpg,0.989,0.000,0.000,Lap0,0.182568,0.004160,-1.785994,-79.250,999
391,16293,12338,391,frame_000391.jpg,0.989,0.000,0.000,Lap0,0.164015,0.004176,-1.777446,-75.800,999
392,16346,12391,392,frame_000392.jpg,0.989,0.000,0.000,Lap0,0.151738,0.004191,-1.770447,-72.763,999
393,16397,12442,393,frame_000393.jpg,0.989,0.000,0.000,Lap0,0.142066,0.004204,-1.765012,-70.726,999
394,16448,12493,394,frame_000394.jpg,0.989,0.000,0.000,Lap0,0.128921,0.004217,-1.757235,-68.822,999
395,16501,12546,395,frame_000395.jpg,0.989,0.000,0.000,Lap0,0.113226,0.004267,-1.744442,-66.041,999
396,16554,12599,396,frame_000396.jpg,0.989,0.000,0.000,Lap0,0.124616,0.004516,-1.741665,-63.244,999
397,16605,12650,397,frame_000397.jpg,0.989,0.000,0.000,Lap0,0.136434,0.005313,-1.742777,-60.943,999
398,16658,12703,398,frame_000398.jpg,0.989,0.000,0.000,Lap0,0.134125,0.006331,-1.741437,-60.282,999
399,16712,12757,399,frame_000399.jpg,0.989,0.000,0.000,Lap0,0.105934,0.005576,-1.721847,-58.831,999
400,16767,12812,400,frame_000400.jpg,0.989,0.000,0.000,Lap0,0.129994,0.005929,-1.713825,-56.239,999
401,16819,12864,401,frame_000401.jpg,0.989,0.000,0.000,Lap0,0.113224,0.006541,-1.694390,-52.628,999
402,16871,12915,402,frame_000402.jpg,0.989,0.000,0.000,Lap0,0.101192,0.004872,-1.669809,-49.272,999
403,16926,12971,403,frame_000403.jpg,0.989,0.000,0.000,Lap0,0.130306,0.005042,-1.660928,-46.719,999
404,16980,13024,404,frame_000404.jpg,0.989,0.000,0.000,Lap0,0.155321,0.005428,-1.661768,-43.565,999
405,17034,13079,405,frame_000405.jpg,0.989,0.000,0.000,Lap0,0.160022,0.004907,-1.666253,-41.684,999
406,17086,13131,406,frame_000406.jpg,0.989,0.000,0.000,Lap0,0.158857,0.004068,-1.664745,-41.139,999
407,17139,13184,407,frame_000407.jpg,0.989,0.000,0.000,Lap0,0.154677,0.003495,-1.658652,-40.927,999
408,17191,13236,408,frame_000408.jpg,0.988,0.000,0.000,Lap0,0.143779,0.003453,-1.640448,-39.426,999
409,17245,13290,409,frame_000409.jpg,0.988,0.000,0.000,Lap0,0.128350,0.003883,-1.612165,-36.485,999
410,17296,13341,410,frame_000410.jpg,0.988,0.000,0.000,Lap0,0.119885,0.005069,-1.582366,-32.768,999
411,17348,13393,411,frame_000411.jpg,0.988,0.000,0.000,Lap0,0.145369,0.004962,-1.575353,-29.442,999
412,17402,13447,412,frame_000412.jpg,0.988,0.000,0.000,Lap0,0.145451,0.005280,-1.573088,-26.598,999
413,17454,13499,413,frame_000413.jpg,0.988,0.000,0.000,Lap0,0.145378,0.004377,-1.572502,-26.264,999
414,17505,13550,414,frame_000414.jpg,0.988,0.000,0.000,Lap0,0.144761,0.003833,-1.570195,-25.473,999
415,17558,13603,415,frame_000415.jpg,0.988,0.000,0.000,Lap0,0.143533,0.003608,-1.567041,-25.117,999
416,17609,13654,416,frame_000416.jpg,0.988,0.000,0.000,Lap0,0.140809,0.003586,-1.557232,-24.294,999
417,17659,13704,417,frame_000417.jpg,0.988,0.000,0.000,Lap0,0.137194,0.003623,-1.541243,-22.592,999
418,17711,13755,418,frame_000418.jpg,0.988,0.000,0.000,Lap0,0.136360,0.003675,-1.534030,-20.976,999
419,17762,13807,419,frame_000419.jpg,0.988,0.000,0.000,Lap0,0.135079,0.003729,-1.528053,-20.317,999
420,17813,13858,420,frame_000420.jpg,0.988,0.000,0.000,Lap0,0.134512,0.003781,-1.525600,-19.779,999
421,17864,13909,421,frame_000421.jpg,0.988,0.000,0.000,Lap0,0.134017,0.003828,-1.524003,-19.610,999
422,17917,13962,422,frame_000422.jpg,0.988,0.000,0.000,Lap0,0.133656,0.003873,-1.523000,-19.558,999
423,17967,14012,423,frame_000423.jpg,0.988,0.000,0.000,Lap0,0.133490,0.003913,-1.522538,-19.546,999
424,18017,14062,424,frame_000424.jpg,0.988,0.000,0.000,Lap0,0.132412,0.003949,-1.519504,-19.543,999
425,18069,14114,425,frame_000425.jpg,0.988,0.000,0.000,Lap0,0.128363,0.003982,-1.508105,-19.543,999
426,18123,14168,426,frame_000426.jpg,0.988,0.000,0.000,Lap0,0.129154,0.004043,-1.485850,-19.558,999
427,18174,14219,427,frame_000427.jpg,0.988,0.000,0.000,Lap0,0.140145,0.004470,-1.461561,-19.776,999
428,18226,14270,428,frame_000428.jpg,0.988,0.000,0.000,Lap0,0.125855,0.006497,-1.423651,-19.733,999
429,18277,14322,429,frame_000429.jpg,0.988,0.000,0.000,Lap0,0.113693,0.006227,-1.370741,-18.743,999
430,18327,14372,430,frame_000430.jpg,0.988,0.000,0.000,Lap0,0.146164,0.006814,-1.347149,-17.311,999
431,18380,14425,431,frame_000431.jpg,0.988,0.000,0.000,Lap0,0.155491,0.006548,-1.295181,-13.211,999
432,18432,14477,432,frame_000432.jpg,0.988,0.000,0.000,Lap0,0.147381,0.005196,-1.235186,-9.148,999
433,18484,14529,433,frame_000433.jpg,0.988,0.000,0.000,Lap0,0.138328,0.005596,-1.173700,-7.198,999
434,18536,14581,434,frame_000434.jpg,0.988,0.000,0.000,Lap0,0.130356,0.004967,-1.108019,-6.367,999
435,18586,14631,435,frame_000435.jpg,0.987,0.000,0.000,Lap0,0.151867,0.006021,-1.064384,-5.790,999
436,18641,14686,436,frame_000436.jpg,0.987,0.000,0.000,Lap0,0.162396,0.005628,-1.011399,-4.596,999
437,18693,14738,437,frame_000437.jpg,0.987,0.000,0.000,Lap0,0.159326,0.006337,-0.945638,-2.751,999
438,18744,14789,438,frame_000438.jpg,0.987,0.000,0.000,Lap0,0.157063,0.005681,-0.877417,-0.676,999
439,18797,14842,439,frame_000439.jpg,0.987,0.000,0.000,Lap0,0.156551,0.004122,-0.809771,0.355,999
440,18849,14894,440,frame_000440.jpg,0.987,0.000,0.000,Lap0,0.157112,0.005518,-0.743419,0.804,999
441,18901,14946,441,frame_000441.jpg,0.987,0.000,0.000,Lap0,0.158095,0.005151,-0.676481,0.778,999
442,18953,14998,442,frame_000442.jpg,0.987,0.000,0.000,Lap0,0.159004,0.005062,-0.608119,0.529,999
443,19005,15049,443,frame_000443.jpg,0.987,0.000,0.000,Lap0,0.159549,0.006531,-0.539226,0.139,999
444,19055,15100,444,frame_000444.jpg,0.987,0.000,0.000,Lap0,0.159713,0.004868,-0.468956,0.090,999
445,19108,15153,445,frame_000445.jpg,0.987,0.000,0.000,Lap0,0.159950,0.006033,-0.398491,0.436,999
446,19161,15206,446,frame_000446.jpg,0.986,0.000,0.000,Lap0,0.160568,0.004693,-0.328793,0.768,999
447,19211,15256,447,frame_000447.jpg,0.986,0.000,0.000,Lap0,0.161470,0.004703,-0.262787,0.922,999
448,19263,15308,448,frame_000448.jpg,0.986,0.000,0.000,Lap0,0.162597,0.005973,-0.192844,0.964,999
449,19317,15362,449,frame_000449.jpg,0.986,0.000,0.000,Lap0,0.163854,0.005475,-0.119609,1.034,999
450,19369,15414,450,frame_000450.jpg,0.986,0.000,0.000,Lap0,0.165088,0.005352,-0.050013,0.954,999
451,19419,15464,451,frame_000451.jpg,0.986,0.000,0.000,Lap0,0.166069,0.005531,0.016302,0.589,999
452,19472,15517,452,frame_000452.jpg,0.986,0.000,0.000,Lap0,0.166696,0.005466,0.086856,0.182,999
453,19525,15570,453,frame_000453.jpg,0.986,0.000,0.000,Lap0,0.166875,0.004552,0.157090,-0.030,999
454,19576,15621,454,frame_000454.jpg,0.986,0.000,0.000,Lap0,0.166847,0.006459,0.222959,-0.028,999
455,19627,15672,455,frame_000455.jpg,0.986,0.000,0.000,Lap0,0.166810,0.005287,0.294201,-0.028,999
456,19680,15725,456,frame_000456.jpg,0.986,0.000,0.000,Lap0,0.166699,0.006342,0.364951,-0.220,999
457,19733,15778,457,frame_000457.jpg,0.985,0.000,0.000,Lap0,0.166422,0.004823,0.437311,-0.225,999
458,19784,15829,458,frame_000458.jpg,0.985,0.000,0.000,Lap0,0.166213,0.005913,0.504827,-0.048,999
459,19837,15882,459,frame_000459.jpg,0.985,0.000,0.000,Lap0,0.166152,0.004918,0.575078,0.037,999
460,19888,15933,460,frame_000460.jpg,0.985,0.000,0.000,Lap0,0.166173,0.006235,0.640724,0.006,999
461,19940,15985,461,frame_000461.jpg,0.985,0.000,0.000,Lap0,0.166150,0.005390,0.710701,-0.062,999
462,19990,16035,462,frame_000462.jpg,0.985,0.000,0.000,Lap0,0.166125,0.004731,0.777422,0.085,999
463,20042,16087,463,frame_000463.jpg,0.985,0.000,0.000,Lap0,0.166314,0.005831,0.847542,0.312,999
464,20094,16139,464,frame_000464.jpg,0.985,0.000,0.000,Lap0,0.166676,0.005016,0.917481,0.306,999
465,20145,16190,465,frame_000465.jpg,0.985,0.000,0.000,Lap0,0.167005,0.005489,0.985894,0.196,999
466,20198,16243,466,frame_000466.jpg,0.985,0.000,0.000,Lap0,0.167264,0.004522,1.055699,0.219,999
467,20251,16296,467,frame_000467.jpg,0.985,0.000,0.000,Lap0,0.167563,0.006136,1.125267,0.329,999
468,20302,16347,468,frame_000468.jpg,0.985,0.000,0.000,Lap0,0.167914,0.005015,1.194438,0.242,999
469,20355,16399,469,frame_000469.jpg,0.984,0.000,0.000,Lap0,0.168119,0.006026,1.265678,-0.010,999
470,20408,16452,470,frame_000470.jpg,0.984,0.000,0.000,Lap0,0.168091,0.004590,1.336772,-0.116,999
471,20460,16505,471,frame_000471.jpg,0.984,0.000,0.000,Lap0,0.167996,0.006010,1.404826,-0.002,999
472,20512,16557,472,frame_000472.jpg,0.984,0.000,0.000,Lap0,0.167981,0.005087,1.474620,0.007,999
473,20563,16608,473,frame_000473.jpg,0.984,0.000,0.000,Lap0,0.167927,0.006127,1.541243,-0.160,999
474,20620,16665,474,frame_000474.jpg,0.984,0.000,0.000,Lap0,0.168127,0.005258,1.619888,-0.217,999
475,20671,16716,475,frame_000475.jpg,0.984,0.000,0.000,Lap0,0.170831,0.005168,1.669869,0.656,999
476,20723,16768,476,frame_000476.jpg,0.984,0.000,0.000,Lap0,0.173605,0.004290,1.691076,2.122,999
477,20775,16820,477,frame_000477.jpg,0.984,0.000,0.000,Lap0,0.175367,0.004010,1.699769,3.481,999
478,20829,16874,478,frame_000478.jpg,0.984,0.000,0.000,Lap0,0.177145,0.003952,1.708524,4.455,999
479,20878,16923,479,frame_000479.jpg,0.984,0.000,0.000,Lap0,0.180983,0.003960,1.724009,5.762,999
480,20931,16976,480,frame_000480.jpg,0.984,0.000,0.000,Lap0,0.187527,0.003984,1.743775,8.145,999
481,20983,17028,481,frame_000481.jpg,0.984,0.000,0.000,Lap0,0.194163,0.004013,1.760610,10.940,999
482,21034,17079,482,frame_000482.jpg,0.984,0.000,0.000,Lap0,0.201992,0.004039,1.779814,13.562,999
483,21086,17131,483,frame_000483.jpg,0.984,0.000,0.000,Lap0,0.216665,0.004064,1.812619,16.895,999
484,21137,17182,484,frame_000484.jpg,0.984,0.000,0.000,Lap0,0.236966,0.004084,1.850740,21.168,999
485,21189,17234,485,frame_000485.jpg,0.984,0.000,0.000,Lap0,0.265205,0.004453,1.896957,26.248,999
486,21242,17287,486,frame_000486.jpg,0.984,0.000,0.000,Lap0,0.299567,0.006436,1.946559,31.751,999
487,21295,17340,487,frame_000487.jpg,0.984,0.000,0.000,Lap0,0.323206,0.005060,1.974293,36.589,999
488,21346,17391,488,frame_000488.jpg,0.984,0.000,0.000,Lap0,0.334056,0.003694,1.982607,40.126,999
489,21398,17443,489,frame_000489.jpg,0.984,0.000,0.000,Lap0,0.343226,0.003331,1.989640,42.411,999
490,21449,17494,490,frame_000490.jpg,0.984,0.000,0.000,Lap0,0.354015,0.003285,1.997234,44.537,999
491,21502,17547,491,frame_000491.jpg,0.984,0.000,0.000,Lap0,0.364650,0.003336,2.003630,46.698,999
492,21556,17601,492,frame_000492.jpg,0.984,0.000,0.000,Lap0,0.372425,0.003413,2.008263,48.175,999
493,21608,17653,493,frame_000493.jpg,0.984,0.000,0.000,Lap0,0.375705,0.003488,2.009455,49.265,999
494,21660,17705,494,frame_000494.jpg,0.984,0.000,0.000,Lap0,0.384817,0.003561,2.016191,50.253,999
495,21712,17757,495,frame_000495.jpg,0.984,0.000,0.000,Lap0,0.394613,0.003627,2.022328,51.761,999
496,21763,17808,496,frame_000496.jpg,0.984,0.000,0.000,Lap0,0.401295,0.003687,2.025347,53.589,999
497,21814,17858,497,frame_000497.jpg,0.984,0.000,0.000,Lap0,0.407944,0.003742,2.028758,54.438,999
498,21864,17909,498,frame_000498.jpg,0.984,0.000,0.000,Lap0,0.407933,0.003793,2.028623,55.091,999
499,21917,17962,499,frame_000499.jpg,0.984,0.000,0.000,Lap0,0.414267,0.003840,2.031847,56.411,999
500,21971,18016,500,frame_000500.jpg,0.983,0.000,0.000,Lap0,0.420641,0.003885,2.035269,57.574,999
501,22024,18069,501,frame_000501.jpg,0.983,0.000,0.000,Lap0,0.424062,0.003926,2.036196,58.176,999
502,22075,18120,502,frame_000502.jpg,0.983,0.000,0.000,Lap0,0.430018,0.003961,2.038591,58.591,999
503,22127,18172,503,frame_000503.jpg,0.983,0.000,0.000,Lap0,0.434569,0.003994,2.041146,59.107,999
504,22179,18224,504,frame_000504.jpg,0.983,0.000,0.000,Lap0,0.446140,0.004024,2.045112,60.264,999
505,22230,18274,505,frame_000505.jpg,0.983,0.000,0.000,Lap0,0.462268,0.004051,2.050720,62.001,999
506,22283,18328,506,frame_000506.jpg,0.983,0.000,0.000,Lap0,0.495608,0.004076,2.061460,64.867,999
507,22333,18378,507,frame_000507.jpg,0.983,0.000,0.000,Lap0,0.534739,0.004097,2.071073,68.838,999
508,22387,18432,508,frame_000508.jpg,0.983,0.000,0.000,Lap0,0.585962,0.004116,2.080520,73.865,999
509,22439,18484,509,frame_000509.jpg,0.983,0.000,0.000,Lap0,0.642927,0.004357,2.086098,79.336,999
510,22492,18537,510,frame_000510.jpg,0.983,0.000,0.000,Lap0,0.686142,0.004888,2.085079,85.029,999
511,22546,18591,511,frame_000511.jpg,0.983,0.000,0.000,Lap0,0.704484,0.004374,2.081045,89.964,999
512,22598,18643,512,frame_000512.jpg,0.983,0.000,0.000,Lap0,0.717394,0.003889,2.078019,92.909,999
513,22651,18696,513,frame_000513.jpg,0.983,0.000,0.000,Lap0,0.732164,0.003770,2.073912,95.315,999
514,22704,18748,514,frame_000514.jpg,0.983,0.000,0.000,Lap0,0.754631,0.003771,2.067655,97.777,999
515,22757,18802,515,frame_000515.jpg,0.983,0.000,0.000,Lap0,0.790884,0.004982,2.055851,101.180,999
516,22807,18852,516,frame_000516.jpg,0.983,0.000,0.000,Lap0,0.836352,0.005178,2.040255,104.899,999
517,22858,18903,517,frame_000517.jpg,0.983,0.000,0.000,Lap0,0.896421,0.005767,2.019510,108.369,999
518,22910,18955,518,frame_000518.jpg,0.982,0.000,0.000,Lap0,0.962332,0.006187,1.996474,111.062,999
519,22963,19008,519,frame_000519.jpg,0.982,0.000,0.000,Lap0,1.043850,0.001572,1.963279,113.500,999
520,23017,19062,520,frame_000520.jpg,0.982,0.000,0.000,Lap0,1.128229,-0.016069,1.926715,115.889,999
521,23071,19115,521,frame_000521.jpg,0.982,0.000,0.000,Finish,1.263148,-0.103616,1.868187,119.781,999
